disease	IngenuityCanonicalPathways	logpvalue
AD_inflamed	Endometrial Cancer Signaling	0.00524807460249777
AD_inflamed	Endothelin-1 Signaling	0.000269153480392692
AD_inflamed	Ephrin A Signaling	0.0013934615934762
AD_inflamed	Ephrin B Signaling	1.51370459391398e-05
AD_inflamed	Ephrin Receptor Signaling	2.17232658528133e-08
AD_inflamed	Epithelial Adherens Junction Signaling	7.43964889693416e-11
AD_inflamed	Erythropoietin Signaling Pathway	0.0199526231496888
AD_inflamed	Estrogen Receptor Signaling	6.10585804139419e-10
AD_inflamed	Estrogen-mediated S-phase Entry	0.00405414502073242
AD_inflamed	Ethanol Degradation II	0.0213796208950223
AD_inflamed	Ethanol Degradation IV	0.00238180082776374
AD_inflamed	FAK Signaling	1.5801087648426e-05
AD_inflamed	FAT10 Cancer Signaling Pathway	6.54088609874925e-06
AD_inflamed	FAT10 Signaling Pathway	0.0478630092322638
AD_inflamed	FLT3 Signaling in Hematopoietic Progenitor Cells	4.53250436627251e-06
AD_inflamed	Factors Promoting Cardiogenesis in Vertebrates	0.000204173794466911
AD_inflamed	Fatty Acid α-oxidation	0.0218776162394956
AD_inflamed	Fc Epsilon RI Signaling	0.0223872113856834
AD_inflamed	Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	0.000795493796953317
AD_inflamed	Ferroptosis Signaling Pathway	5.83041767088233e-08
AD_inflamed	G Beta Gamma Signaling	0.000676082975392012
AD_inflamed	G Protein Signaling Mediated by Tubby	7.94076627275153e-06
AD_inflamed	G-Protein Coupled Receptor Signaling	0.014791083881682
AD_inflamed	GADD45 Signaling	0.00646425412660756
AD_inflamed	GDNF Family Ligand-Receptor Interactions	0.00729595783193959
AD_inflamed	GM-CSF Signaling	0.00301995172040204
AD_inflamed	GNRH Signaling	0.000366910132547416
AD_inflamed	GP6 Signaling Pathway	0.010471285480509
AD_inflamed	Gap Junction Signaling	0.000524807460249743
AD_inflamed	Germ Cell-Sertoli Cell Junction Signaling	0.000758577575029173
AD_inflamed	Glioblastoma Multiforme Signaling	5.19473353222111e-13
AD_inflamed	Glioma Invasiveness Signaling	6.68342055176741e-06
AD_inflamed	Glioma Signaling	4.07750675557317e-07
AD_inflamed	Glucocorticoid Receptor Signaling	2.75422870332775e-06
AD_inflamed	Granzyme B Signaling	0.00123026877081234
AD_inflamed	Growth Hormone Signaling	0.000462113164256817
AD_inflamed	Gα12/13 Signaling	0.0218776162394956
AD_inflamed	Gαq Signaling	5.45943161789353e-08
AD_inflamed	HER-2 Signaling in Breast Cancer	3.30724336805588e-12
AD_inflamed	HGF Signaling	8.91170932234564e-05
AD_inflamed	HIF1α Signaling	0.000337344182101407
AD_inflamed	HIPPO signaling	6.64950904338824e-08
AD_inflamed	HOTAIR Regulatory Pathway	2.32437299121369e-05
AD_inflamed	Heme Degradation	0.0467735141287198
AD_inflamed	Hepatic Fibrosis / Hepatic Stellate Cell Activation	0.000502487070951907
AD_inflamed	Hepatic Fibrosis Signaling Pathway	1.54498536186765e-09
AD_inflamed	Hereditary Breast Cancer Signaling	2.81374146204882e-10
AD_inflamed	Histamine Degradation	0.0120226443461742
AD_inflamed	Human Embryonic Stem Cell Pluripotency	3.71535229093389e-06
AD_inflamed	Huntington's Disease Signaling	1.5801087648426e-05
AD_inflamed	Hypoxia Signaling in the Cardiovascular System	3.35117367855631e-07
AD_inflamed	Hypusine Biosynthesis	0.0144543977074593
AD_inflamed	IGF-1 Signaling	7.1298396127073e-06
AD_inflamed	IL-1 Signaling	0.00118067328264293
AD_inflamed	IL-10 Signaling	0.000864580776085533
AD_inflamed	IL-12 Signaling and Production in Macrophages	0.0371535229097173
AD_inflamed	IL-15 Production	5.04914647614374e-06
AD_inflamed	IL-17A Signaling in Airway Cells	0.000645757630673427
AD_inflamed	IL-17A Signaling in Fibroblasts	0.000240907193605366
AD_inflamed	IL-2 Signaling	0.000630957344480154
AD_inflamed	IL-22 Signaling	0.0398107170553497
AD_inflamed	IL-23 Signaling Pathway	0.0239883291901949
AD_inflamed	IL-3 Signaling	0.000731870964183812
AD_inflamed	IL-4 Signaling	0.0128824955169313
AD_inflamed	IL-6 Signaling	3.4901347045424e-05
AD_inflamed	IL-7 Signaling Pathway	2.58703931046433e-05
AD_inflamed	IL-8 Signaling	4.34090304168855e-06
AD_inflamed	IL-9 Signaling	0.00457088189614874
AD_inflamed	ILK Signaling	4.22976271916564e-05
AD_inflamed	Induction of Apoptosis by HIV1	4.10549845231145e-08
AD_inflamed	Inflammasome pathway	0.0186208713666287
AD_inflamed	Inhibition of ARE-Mediated mRNA Degradation Pathway	0.00223872113856838
AD_inflamed	Inhibition of Matrix Metalloproteases	0.0177827941003892
AD_inflamed	Insulin Receptor Signaling	2.31845665643604e-06
AD_inflamed	Insulin Secretion Signaling Pathway	0.000246037564793911
AD_inflamed	Integrin Signaling	8.6478918359667e-08
AD_inflamed	Interferon Signaling	6.09250427885399e-11
AD_inflamed	Iron homeostasis signaling pathway	3.89645149290185e-06
AD_inflamed	JAK/STAT Signaling	5.18146101913253e-07
AD_inflamed	Kinetochore Metaphase Signaling Pathway	7.76267938817909e-13
AD_inflamed	LPS-stimulated MAPK Signaling	0.00467462954853937
AD_inflamed	Leptin Signaling in Obesity	0.00014454397707464
AD_inflamed	Leukocyte Extravasation Signaling	1.3891105869912e-05
AD_inflamed	Lymphotoxin β Receptor Signaling	0.000125129254649692
AD_inflamed	MSP-RON Signaling In Cancer Cells Pathway	3.07177299130323e-06
AD_inflamed	MSP-RON Signaling In Macrophages Pathway	0.0109647819614318
AD_inflamed	MYC Mediated Apoptosis Signaling	2.94145386051659e-05
AD_inflamed	Macropinocytosis Signaling	0.00258563440910331
AD_inflamed	Mechanisms of Viral Exit from Host Cells	0.0257039578276886
AD_inflamed	Melanocyte Development and Pigmentation Signaling	0.000359286379611246
AD_inflamed	Melanoma Signaling	0.00407380277804115
AD_inflamed	Melatonin Signaling	0.00130956022005191
AD_inflamed	Methylglyoxal Degradation I	0.0416869383470335
AD_inflamed	Mismatch Repair in Eukaryotes	0.0218776162394956
AD_inflamed	Mitotic Roles of Polo-Like Kinase	1.21204601910563e-10
AD_inflamed	Molecular Mechanisms of Cancer	0
AD_inflamed	Molybdenum Cofactor Biosynthesis	0.0467735141287198
AD_inflamed	Mouse Embryonic Stem Cell Pluripotency	1.81889007522251e-07
AD_inflamed	NAD Phosphorylation and Dephosphorylation	0.0173780082874937
AD_inflamed	NAD Signaling Pathway	0.000492077595763862
AD_inflamed	NER (Nucleotide Excision Repair, Enhanced Pathway)	0.0251188643150958
AD_inflamed	NF-κB Activation by Viruses	0.000297365632901392
AD_inflamed	NGF Signaling	4.55446680369676e-09
AD_inflamed	NRF2-mediated Oxidative Stress Response	0.000297365632901392
AD_inflamed	Natural Killer Cell Signaling	0.000279174810890348
AD_inflamed	Necroptosis Signaling Pathway	2.04395917218214e-05
AD_inflamed	Neuregulin Signaling	2.94170971204544e-06
AD_inflamed	Neuropathic Pain Signaling In Dorsal Horn Neurons	0.0218776162394956
AD_inflamed	Neurotrophin/TRK Signaling	0.0154881661891249
AD_inflamed	Nitric Oxide Signaling in the Cardiovascular System	0.00673060090062194
AD_inflamed	Non-Small Cell Lung Cancer Signaling	6.00037575848589e-06
AD_inflamed	Notch Signaling	0.00186208713666292
AD_inflamed	Oncostatin M Signaling	0.000151393095631724
AD_inflamed	Opioid Signaling Pathway	0.00323593656929633
AD_inflamed	Osteoarthritis Pathway	7.2053587968135e-05
AD_inflamed	Ovarian Cancer Signaling	4.54677694716743e-07
AD_inflamed	Oxidative Ethanol Degradation III	0.0194984459975804
AD_inflamed	Oxidized GTP and dGTP Detoxification	0.0467735141287198
AD_inflamed	P2Y Purigenic Receptor Signaling Pathway	0.0030902954325136
AD_inflamed	PCP (Planar Cell Polarity) Pathway	0.0208929613085403
AD_inflamed	PD-1, PD-L1 cancer immunotherapy pathway	0.00549843662046678
AD_inflamed	PDGF Signaling	2.32437299121369e-05
AD_inflamed	PEDF Signaling	2.94145386051659e-05
AD_inflamed	PI3K Signaling in B Lymphocytes	1.07500763846247e-08
AD_inflamed	PI3K/AKT Signaling	1.36002320516582e-13
AD_inflamed	PPAR Signaling	2.56701448986263e-09
AD_inflamed	PPARα/RXRα Activation	4.57956561561446e-10
AD_inflamed	PTEN Signaling	1.18521625847023e-09
AD_inflamed	Pancreatic Adenocarcinoma Signaling	7.77728992318316e-11
AD_inflamed	Paxillin Signaling	0.000763026829201485
AD_inflamed	Phenylalanine Degradation IV (Mammalian, via Side Chain)	0.0234422881531993
AD_inflamed	Phosphatidylcholine Biosynthesis I	0.000616595001861509
AD_inflamed	Phosphatidylglycerol Biosynthesis II (Non-plastidic)	0.000701973950488766
AD_inflamed	Phospholipases	0.0095499258602143
AD_inflamed	Polyamine Regulation in Colon Cancer	0.0416869383470335
AD_inflamed	Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	2.3501457446784e-09
AD_inflamed	Prolactin Signaling	8.01355741690823e-05
AD_inflamed	Prostate Cancer Signaling	3.76063764573331e-08
AD_inflamed	Protein Kinase A Signaling	0.000101222708310478
AD_inflamed	Protein Ubiquitination Pathway	2.36377051598957e-07
AD_inflamed	Putrescine Degradation III	0.0114815362149688
AD_inflamed	Pyridoxal 5'-phosphate Salvage Pathway	0.00174903609631916
AD_inflamed	RAC Signaling	8.7244214379445e-05
AD_inflamed	RAN Signaling	0.000920258449140232
AD_inflamed	RANK Signaling in Osteoclasts	0.000195093741582775
AD_inflamed	RAR Activation	3.06249980930318e-09
AD_inflamed	RHOA Signaling	0.00128824955169315
AD_inflamed	RHOGDI Signaling	3.13636005924156e-05
AD_inflamed	Reelin Signaling in Neurons	0.00206250383504802
AD_inflamed	Regulation Of The Epithelial Mesenchymal Transition By Growth Factors Pathway	1.20977086837115e-06
AD_inflamed	Regulation Of The Epithelial Mesenchymal Transition In Development Pathway	0.00190546071796327
AD_inflamed	Regulation of Actin-based Motility by Rho	0.00575439937337152
AD_inflamed	Regulation of Cellular Mechanics by Calpain Protease	0.00446683592150965
AD_inflamed	Regulation of eIF4 and p70S6K Signaling	2.81838293147985e-07
AD_inflamed	Regulation of the Epithelial-Mesenchymal Transition Pathway	4.15736733150318e-06
AD_inflamed	Relaxin Signaling	0.0117489755493952
AD_inflamed	Renal Cell Carcinoma Signaling	0.00189940289882917
AD_inflamed	Renin-Angiotensin Signaling	0.000882759631670171
AD_inflamed	Retinoic acid Mediated Apoptosis Signaling	0.0234422881531993
AD_inflamed	Role of BRCA1 in DNA Damage Response	1.26701427127784e-10
AD_inflamed	Role of CHK Proteins in Cell Cycle Checkpoint Control	4.61930493855789e-12
AD_inflamed	Role of IL-17A in Arthritis	0.0446683592150963
AD_inflamed	Role of IL-17F in Allergic Inflammatory Airway Diseases	0.0245470891568503
AD_inflamed	Role of JAK family kinases in IL-6-type Cytokine Signaling	8.91170932234564e-05
AD_inflamed	Role of JAK1 and JAK3 in γc Cytokine Signaling	3.88354771387878e-05
AD_inflamed	Role of JAK1, JAK2 and TYK2 in Interferon Signaling	0.0331131121482591
AD_inflamed	Role of JAK2 in Hormone-like Cytokine Signaling	0.000183117604461103
AD_inflamed	Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	0.0177827941003892
AD_inflamed	Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	2.45619224958915e-09
AD_inflamed	Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	5.62438612372596e-06
AD_inflamed	Role of NFAT in Cardiac Hypertrophy	7.24435960075542e-05
AD_inflamed	Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	3.23593656925691e-06
AD_inflamed	Role of PKR in Interferon Induction and Antiviral Response	0.000267664858145666
AD_inflamed	Role of RIG1-like Receptors in Antiviral Innate Immunity	0.00457088189614874
AD_inflamed	Role of Tissue Factor in Cancer	1.35959055219681e-05
AD_inflamed	Role of p14/p19ARF in Tumor Suppression	0.000127808267493368
AD_inflamed	SPINK1 General Cancer Pathway	0.00338844156139206
AD_inflamed	STAT3 Pathway	1.78766245928497e-06
AD_inflamed	Salvage Pathways of Pyrimidine Deoxyribonucleotides	0.0436515832240165
AD_inflamed	Salvage Pathways of Pyrimidine Ribonucleotides	0.0288403150312661
AD_inflamed	Semaphorin Neuronal Repulsive Signaling Pathway	9.43331987657281e-06
AD_inflamed	Semaphorin Signaling in Neurons	2.94170971204544e-06
AD_inflamed	Senescence Pathway	1.5112370244097e-09
AD_inflamed	Signaling by Rho Family GTPases	0.00032345910614906
AD_inflamed	Sirtuin Signaling Pathway	6.6069344800801e-05
AD_inflamed	Small Cell Lung Cancer Signaling	1.29117205061036e-06
AD_inflamed	Sperm Motility	8.00635689968132e-07
AD_inflamed	Sphingosine and Sphingosine-1-phosphate Metabolism	0.0436515832240165
AD_inflamed	Sphingosine-1-phosphate Signaling	1.59541669875196e-07
AD_inflamed	Spliceosomal Cycle	0.00794328234724284
AD_inflamed	Sucrose Degradation V (Mammalian)	0.00338844156139206
AD_inflamed	Sumoylation Pathway	1.52718586887701e-07
AD_inflamed	Superpathway of Cholesterol Biosynthesis	0.0239883291901949
AD_inflamed	Superpathway of D-myo-inositol (1,4,5)-trisphosphate Metabolism	0.00933254300796993
AD_inflamed	Superpathway of Inositol Phosphate Compounds	3.98155933123423e-06
AD_inflamed	Synaptic Long Term Depression	0.000707945784384156
AD_inflamed	Synaptic Long Term Potentiation	0.0363078054770101
AD_inflamed	Synaptogenesis Signaling Pathway	3.16227766017363e-05
AD_inflamed	TGF-β Signaling	9.29834373450955e-05
AD_inflamed	TNFR1 Signaling	0.000154629615551016
AD_inflamed	TNFR2 Signaling	0.0030902954325136
AD_inflamed	TWEAK Signaling	8.18568881819637e-05
AD_inflamed	Telomerase Signaling	4.01643337477608e-08
AD_inflamed	Telomere Extension by Telomerase	0.000424953888557122
AD_inflamed	Th1 Pathway	0.0436515832240165
AD_inflamed	Th1 and Th2 Activation Pathway	0.0263026799189539
AD_inflamed	Thrombin Signaling	4.34090304168855e-06
AD_inflamed	Thrombopoietin Signaling	0.00422265584098047
AD_inflamed	Thyroid Cancer Signaling	0.00295120922666636
AD_inflamed	Tight Junction Signaling	0.00151356124843616
AD_inflamed	Triacylglycerol Biosynthesis	0.000831763771102723
AD_inflamed	Tryptophan Degradation X (Mammalian, via Tryptamine)	0.0331131121482591
AD_inflamed	Tumor Microenvironment Pathway	0.000502487070951907
AD_inflamed	Tumoricidal Function of Hepatic Natural Killer Cells	0.00033032936381705
AD_inflamed	Type II Diabetes Mellitus Signaling	0.000939594039528924
AD_inflamed	UVA-Induced MAPK Signaling	2.95414710471675e-08
AD_inflamed	UVC-Induced MAPK Signaling	0.0467735141287198
AD_inflamed	Unfolded protein response	0.00248165666668909
AD_inflamed	VDR/RXR Activation	0.0194984459975804
AD_inflamed	VEGF Family Ligand-Receptor Interactions	0.0489778819368446
AD_inflamed	VEGF Signaling	2.42609661438298e-05
AD_inflamed	Virus Entry via Endocytic Pathways	0.000142081374033265
AD_inflamed	WNT/β-catenin Signaling	2.29253283023922e-11
AD_inflamed	White Adipose Tissue Browning Pathway	0.0194984459975804
AD_inflamed	Xenobiotic Metabolism AHR Signaling Pathway	0.00933254300796993
AD_inflamed	Xenobiotic Metabolism Signaling	0.000673285584248395
AD_inflamed	fMLP Signaling in Neutrophils	0.000273359794987882
AD_inflamed	iNOS Signaling	8.18568881819637e-05
AD_inflamed	mTOR Signaling	1.73283609683494e-12
AD_inflamed	p38 MAPK Signaling	0.00691830970918939
AD_inflamed	p53 Signaling	7.12833125859902e-10
AD_inflamed	p70S6K Signaling	4.54677694716743e-07
AD_inflamed	tRNA Charging	0.0275422870333817
AD_inflamed	α-Adrenergic Signaling	0.00186208713666292
AD_non-inflamed	Protein Ubiquitination Pathway	5.01187233627271e-11
AD_non-inflamed	Autophagy	1.47910838816821e-10
AD_non-inflamed	PPAR Signaling	1.94984459975804e-10
AD_non-inflamed	Death Receptor Signaling	6.76082975391982e-09
AD_non-inflamed	Induction of Apoptosis by HIV1	1.58489319246111e-08
AD_non-inflamed	Hypoxia Signaling in the Cardiovascular System	7.07945784384137e-08
AD_non-inflamed	Molecular Mechanisms of Cancer	7.94328234724282e-08
AD_non-inflamed	NGF Signaling	8.31763771102671e-08
AD_non-inflamed	PPARα/RXRα Activation	1.34896288259165e-07
AD_non-inflamed	mTOR Signaling	1.81970085860998e-07
AD_non-inflamed	EIF2 Signaling	2.13796208950223e-07
AD_non-inflamed	HIPPO signaling	2.13796208950223e-07
AD_non-inflamed	IL-10 Signaling	2.63026799189538e-07
AD_non-inflamed	B Cell Receptor Signaling	3.80189396320561e-07
AD_non-inflamed	Apoptosis Signaling	4.07380277804113e-07
AD_non-inflamed	Sumoylation Pathway	8.51138038202376e-07
AD_non-inflamed	Sirtuin Signaling Pathway	9.54992586021437e-07
AD_non-inflamed	ATM Signaling	1.44543977074593e-06
AD_non-inflamed	Kinetochore Metaphase Signaling Pathway	1.58489319246111e-06
AD_non-inflamed	CD27 Signaling in Lymphocytes	1.69824365246175e-06
AD_non-inflamed	Coronavirus Pathogenesis Pathway	5.12861383991365e-06
AD_non-inflamed	TNFR1 Signaling	1.0471285480509e-05
AD_non-inflamed	Mitotic Roles of Polo-Like Kinase	1.25892541179417e-05
AD_non-inflamed	Role of PKR in Interferon Induction and Antiviral Response	1.31825673855641e-05
AD_non-inflamed	D-myo-inositol-5-phosphate Metabolism	1.44543977074593e-05
AD_non-inflamed	TWEAK Signaling	1.54881661891248e-05
AD_non-inflamed	April Mediated Signaling	1.65958690743756e-05
AD_non-inflamed	RAR Activation	1.77827941003892e-05
AD_non-inflamed	Regulation of eIF4 and p70S6K Signaling	2.13796208950223e-05
AD_non-inflamed	Spliceosomal Cycle	2.51188643150958e-05
AD_non-inflamed	B Cell Activating Factor Signaling	2.63026799189538e-05
AD_non-inflamed	Hereditary Breast Cancer Signaling	2.81838293126445e-05
AD_non-inflamed	Protein Kinase A Signaling	3.01995172040202e-05
AD_non-inflamed	FAT10 Cancer Signaling Pathway	3.71535229097173e-05
AD_non-inflamed	Ferroptosis Signaling Pathway	4.67735141287198e-05
AD_non-inflamed	Senescence Pathway	5.01187233627272e-05
AD_non-inflamed	D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	5.12861383991365e-05
AD_non-inflamed	D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	5.12861383991365e-05
AD_non-inflamed	Estrogen Receptor Signaling	5.37031796370253e-05
AD_non-inflamed	RANK Signaling in Osteoclasts	7.41310241300918e-05
AD_non-inflamed	TNFR2 Signaling	0.00010471285480509
AD_non-inflamed	Necroptosis Signaling Pathway	0.00010471285480509
AD_non-inflamed	4-1BB Signaling in T Lymphocytes	0.000107151930523761
AD_non-inflamed	3-phosphoinositide Degradation	0.000109647819614319
AD_non-inflamed	Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	0.000112201845430196
AD_non-inflamed	Role of BRCA1 in DNA Damage Response	0.000112201845430196
AD_non-inflamed	Tight Junction Signaling	0.000123026877081238
AD_non-inflamed	Polyamine Regulation in Colon Cancer	0.000128824955169313
AD_non-inflamed	Role of CHK Proteins in Cell Cycle Checkpoint Control	0.000144543977074593
AD_non-inflamed	BAG2 Signaling Pathway	0.000144543977074593
AD_non-inflamed	p38 MAPK Signaling	0.000173780082874938
AD_non-inflamed	Superpathway of Inositol Phosphate Compounds	0.000186208713666287
AD_non-inflamed	3-phosphoinositide Biosynthesis	0.000288403150312661
AD_non-inflamed	Inhibition of ARE-Mediated mRNA Degradation Pathway	0.000301995172040202
AD_non-inflamed	PEDF Signaling	0.000316227766016838
AD_non-inflamed	Activation of IRF by Cytosolic Pattern Recognition Receptors	0.000323593656929628
AD_non-inflamed	PI3K Signaling in B Lymphocytes	0.000371535229097172
AD_non-inflamed	Myc Mediated Apoptosis Signaling	0.00038904514499428
AD_non-inflamed	Role of RIG1-like Receptors in Antiviral Innate Immunity	0.000478630092322639
AD_non-inflamed	UVA-Induced MAPK Signaling	0.000501187233627273
AD_non-inflamed	Huntington's Disease Signaling	0.000549540873857625
AD_non-inflamed	RAN Signaling	0.000549540873857625
AD_non-inflamed	ERK5 Signaling	0.000562341325190349
AD_non-inflamed	Pancreatic Adenocarcinoma Signaling	0.000575439937337157
AD_non-inflamed	IL-17A Signaling in Fibroblasts	0.000575439937337157
AD_non-inflamed	IL-1 Signaling	0.000588843655355589
AD_non-inflamed	Ephrin Receptor Signaling	0.000602559586074357
AD_non-inflamed	Angiopoietin Signaling	0.000616595001861482
AD_non-inflamed	AMPK Signaling	0.000707945784384138
AD_non-inflamed	MSP-RON Signaling In Cancer Cells Pathway	0.000741310241300918
AD_non-inflamed	CD40 Signaling	0.000741310241300918
AD_non-inflamed	PI3K/AKT Signaling	0.000794328234724281
AD_non-inflamed	TGF-β Signaling	0.000891250938133746
AD_non-inflamed	iNOS Signaling	0.000933254300796991
AD_non-inflamed	Wnt/β-catenin Signaling	0.000933254300796991
AD_non-inflamed	Cell Cycle: G2/M DNA Damage Checkpoint Regulation	0.00112201845430196
AD_non-inflamed	IL-6 Signaling	0.00114815362149688
AD_non-inflamed	Mitochondrial Dysfunction	0.00123026877081238
AD_non-inflamed	Xenobiotic Metabolism Signaling	0.00128824955169313
AD_non-inflamed	Adipogenesis pathway	0.00138038426460289
AD_non-inflamed	BEX2 Signaling Pathway	0.00154881661891248
