key	IngenuityCanonicalPathways	GroupCount	AllMolecules	pathsize	M_activated_ratio	M_inhibited_ratio	M_noZ_ratio	M_notSig_ratio	J_activated_ratio	J_inhibited_ratio	J_noZ_ratio	J_notSig_ratio	M_GlobalActivated	M_GlobalInhibited	M_GlobalNoDirection	M_GlobalNotSignificant	J_GlobalActivated	J_GlobalInhibited	J_GlobalNoDirection	J_GlobalNotSignificant	activeTissue	inactiveTissue	clustersGlobal	subclusters
X108	Chemokine Signaling	13	CALM1 (includes others),CALML5,CAMK1,CAMK1D,CAMK1G,CAMK2B,CAMK2D,CAMK2G,CAMK4,CCL11,CCL13,CCL2,CCL24,CCL4,CCL5,CCL7,CCR3,CCR5,CFL1,CXCL12,CXCR4,FOS,GNAI1,GNAI2,GNAI3,GNAQ,HRAS,JUN,KRAS,LIMK1,LIMK2,MAP2K1,MAP2K2,MAPK1,MAPK11,MAPK12,MAPK13,MAPK14,MAPK3,MAPK8,MPRIP,MRAS,NOX1,NRAS,PIK3C2G,PIK3CG,PLCB1,PLCB2,PLCB3,PLCB4,PLCG1,PLCG2,PPP1CB,PPP1R12A,PPP1R12B,PRKCA,PRKCB,PTK2,PTK2B,RAF1,RALA,RALB,RAP1A,RAP1B,RAP2A,RAP2B,RASD1,RASD2,RHOA,ROCK2,RRAS,RRAS2,SRC	73	0	0.111111111111111	0	0.388888888888889	0.173913043478261	0.0652173913043478	0	0.260869565217391	0	0.5	0	0	0.5	0	0	0	activated	inhibited	1	1.6
X109	Cholecystokinin/Gastrin-mediated Signaling	17	ATF2,BCAR1,BORCS8-MEF2B,CCK,CCKBR,CDC42,CREM,DIRAS3,EGFR,ELK1,EPHA4,FNBP1,FOS,GAST,GH1,GNA12,GNA13,GNAQ,GRB2,HRAS,IL18,IL1A,IL1B,IL1F10,IL1RN,IL33,IL36A,IL36G,IL36RN,IL37,ITPR1,ITPR2,ITPR3,JUN,KRAS,MAP2K1,MAP2K2,MAP2K3,MAP2K4,MAP2K5,MAP2K6,MAPK1,MAPK10,MAPK12,MAPK14,MAPK3,MAPK7,MAPK8,MAPK9,MEF2A,MEF2C,MEF2D,MRAS,NRAS,PLCB1,PLCB2,PLCB3,PLCB4,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKCQ,PRKCZ,PRKD1,PRKD3,PTGS2,PTK2,PTK2B,PXN,RAC1,RAC2,RAF1,RALA,RALB,RAP1A,RAP1B,RAP2A,RAP2B,RASD1,RASD2,RHOA,RHOB,RHOBTB1,RHOBTB2,RHOC,RHOD,RHOF,RHOG,RHOH,RHOJ,RHOQ,RHOT1,RHOT2,RHOU,RHOV,RND1,RND2,RND3,ROCK1,ROCK2,RRAS,RRAS2,SHC1,SOS1,SOS2,SRC,SRF,TNF	111	0.0555555555555556	0.111111111111111	0	0.333333333333333	0.195652173913043	0.108695652173913	0	0.195652173913043	0	0.5	0	0	0.5	0	0	0	activated	inhibited	1	1.6
X11	Acetone Degradation I (to Methylglyoxal)	3	CYP19A1,CYP1A2,CYP1B1,CYP2A6 (includes others),CYP2B6,CYP2C18,CYP2C19,CYP2C9,CYP2D6,CYP2J2,CYP2S1,CYP3A4,CYP3A5,CYP3A7,CYP4A11,CYP4F8,CYP4X1,DHRS11,POR,PRXL2B,PTGR1,PTGR2,ZADH2	23	0	0.0555555555555556	0	0.444444444444444	0.0217391304347826	0.0217391304347826	0	0.456521739130435	0	0.5	0	0	0	0	0.5	0	no_direction	inhibited	2	2.4
X110	Cholesterol Biosynthesis I	3	DHCR24,DHCR7,FDFT1,LBR,LSS,MSMO1,SC5D,SQLE,TM7SF2	9	0	0	0	0.5	0	0.0434782608695652	0.0217391304347826	0.434782608695652	0	0	0	0.5	0	0.5	0	0	inhibited	not_sig	2	2.2
X111	Cholesterol Biosynthesis II (via 24,25-dihydrolanosterol)	3	DHCR24,DHCR7,FDFT1,LBR,LSS,MSMO1,SC5D,SQLE,TM7SF2	9	0	0	0	0.5	0	0.0434782608695652	0.0217391304347826	0.434782608695652	0	0	0	0.5	0	0.5	0	0	inhibited	not_sig	2	2.2
X112	Cholesterol Biosynthesis III (via Desmosterol)	3	DHCR24,DHCR7,FDFT1,LBR,LSS,MSMO1,SC5D,SQLE,TM7SF2	9	0	0	0	0.5	0	0.0434782608695652	0.0217391304347826	0.434782608695652	0	0	0	0.5	0	0.5	0	0	inhibited	not_sig	2	2.2
X113	Choline Biosynthesis III	6	CEPT1,CHPT1,GPLD1,HMOX1,NAPEPLD,PCYT1A,PCYT1B,PHKA1,PLD1,PLD2,PLD3,PLD4,PLD6	13	0	0.111111111111111	0.0555555555555556	0.333333333333333	0.0434782608695652	0.0217391304347826	0	0.434782608695652	0	0.5	0	0	0.5	0	0	0	activated	inhibited	2	2.2
X114	Choline Degradation I	2	ALDH7A1,CHDH	2	0	0	0.111111111111111	0.388888888888889	0	0	0	0.5	0	0	0.5	0	0	0	0	0.5	not_sig	no_direction	2	2.2
X115	Chondroitin Sulfate Biosynthesis	6	B3GALT6,B3GAT1,B4GALT7,CHPF,CHPF2,CHST11,CHST12,CHST15,CHST2,CHST3,CHST5,CHST7,CHSY1,CHSY3,CSGALNACT1,CSGALNACT2,GAL3ST2,HS2ST1,HS3ST1,HS3ST3A1,HS3ST3B1,HS6ST1,HS6ST2,NDST1,NDST2,SULT1A1,SULT1A2,SULT1A3/SULT1A4,SULT1B1,SULT1C2,SULT1C4,SULT2A1,SULT2B1,UST,XYLT1,XYLT2	36	0.0555555555555556	0.0555555555555556	0	0.388888888888889	0.0869565217391304	0	0	0.41304347826087	0	0	0.5	0	0.5	0	0	0	activated	no_direction	2	2.10
X116	Chondroitin Sulfate Biosynthesis (Late Stages)	7	CHPF,CHST1,CHST10,CHST11,CHST12,CHST15,CHST2,CHST3,CHST4,CHST5,CHST7,CHSY1,CHSY3,CSGALNACT1,CSGALNACT2,GAL3ST2,HS2ST1,HS3ST1,HS3ST2,HS3ST3A1,HS3ST3B1,HS6ST1,HS6ST2,NDST1,NDST2,SULT1A1,SULT1A2,SULT1A3/SULT1A4,SULT1B1,SULT1C2,SULT1C4,SULT1E1,SULT2A1,SULT2B1,UST	35	0.0555555555555556	0.0555555555555556	0	0.388888888888889	0.0869565217391304	0.0217391304347826	0	0.391304347826087	0	0	0.5	0	0.5	0	0	0	activated	no_direction	2	2.10
X117	Chondroitin Sulfate Degradation (Metazoa)	2	ARSB,CEMIP,CEMIP2,GM2A,HEXB,HEXD,HYAL1,HYAL3,HYAL4,OGA	10	0	0	0	0.5	0.0434782608695652	0	0	0.456521739130435	0	0	0	0.5	0.5	0	0	0	activated	not_sig	2	2.2
X118	Chondroitin and Dermatan Biosynthesis	5	CHPF,CHPF2,CHSY1,CHSY3,CSGALNACT1,CSGALNACT2	6	0	0	0.0555555555555556	0.444444444444444	0.0869565217391304	0	0	0.41304347826087	0	0	0.5	0	0.5	0	0	0	activated	no_direction	2	2.2
X119	Chronic Myeloid Leukemia Signaling	18	ABL1,AKT1,AKT2,AKT3,BAD,BCL2L1,CBLC,CCND1,CCND2,CCND3,CDK4,CDK6,CDKN1A,CDKN1B,CDKN2A,CHUK,CRK,CRKL,CTBP1,CTBP2,E2F1,E2F2,E2F3,E2F4,E2F5,E2F6,E2F7,E2F8,GAB2,GRB2,HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC4,HDAC5,HDAC6,HDAC7,HDAC8,HDAC9,HRAS,IKBKB,IKBKE,IKBKG,KRAS,MAP2K1,MAP2K2,MAPK1,MAPK3,MDM2,MECOM,MRAS,MYC,NFKB1,NFKB2,NRAS,PA2G4,PIK3C2A,PIK3C2B,PIK3C2G,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIK3R3,PIK3R4,PIK3R5,PIK3R6,PTPN11,RAF1,RALA,RALB,RAP1A,RAP1B,RAP2A,RAP2B,RASD1,RASD2,RB1,RBL1,RBL2,REL,RELA,RELB,RRAS,RRAS2,SIN3A,SMAD3,SMAD4,SOS1,SOS2,STAT5A,STAT5B,SUV39H1,TFDP1,TGFB1,TGFB2,TGFB3,TGFBR1,TGFBR2,TP53	105	0	0	0.222222222222222	0.277777777777778	0	0	0.304347826086957	0.195652173913043	0	0	0.5	0	0	0	0.5	0	no_direction	no_direction	1	1.3
X12	Acetyl-CoA Biosynthesis I (Pyruvate Dehydrogenase Complex)	2	DBT,DLAT,DLD,PDHA1,PDHB	5	0	0	0	0.5	0	0.0434782608695652	0	0.456521739130435	0	0	0	0.5	0	0.5	0	0	inhibited	not_sig	2	2.2
X120	Circadian Rhythm Signaling	6	ADCYAP1,ARNTL,ATF2,ATF4,AVP,BHLHE40,CLOCK,CREB1,CREB3,CREB3L3,CREB5,CREBBP,CRY1,CRY2,CSNK1D,CSNK1E,GRIN1,GRIN2A,GRIN2C,GRIN2D,GRIN3A,GRIN3B,GRINA,NR1D1,PER1,PER2,PER3,VIPR2	28	0	0	0.111111111111111	0.388888888888889	0	0	0.0869565217391304	0.41304347826087	0	0	0.5	0	0	0	0.5	0	no_direction	no_direction	2	2.5
X121	Citrulline Biosynthesis	3	ALDH18A1,ARG2,GLS,LOC102724788/PRODH,OAT,OTC,PRODH2	7	0	0	0.0555555555555556	0.444444444444444	0	0.0434782608695652	0	0.456521739130435	0	0	0.5	0	0	0.5	0	0	inhibited	no_direction	2	2.2
X122	Citrulline Degradation	1	OTC	1	0	0	0.0555555555555556	0.444444444444444	0	0	0	0.5	0	0	0.5	0	0	0	0	0.5	not_sig	no_direction	2	2.2
X123	Citrulline-Nitric Oxide Cycle	2	ASL,ASS1,NOS1,NOS2,NOS3	5	0	0	0	0.5	0.0217391304347826	0	0.0217391304347826	0.456521739130435	0	0	0	0.5	0.5	0	0	0	activated	not_sig	2	2.2
X124	Clathrin-mediated Endocytosis Signaling	14	AAK1,ACTA1,ACTA2,ACTB,ACTC1,ACTG1,ACTR2,ACTR3,ALB,AMPH,AP1B1,AP1G1,AP1G2,AP1M1,AP1M2,AP1S1,AP1S2,AP2A1,AP2A2,AP2B1,AP2M1,AP2S1,AP3B1,AP3M1,AP3S1,APOA1,APOA2,APOA4,APOB,APOC1,APOC2,APOC3,APOC4,APOD,APOE,APOF,APOL1,APOM,ARF6,ARPC1A,ARPC1B,ARPC2,ARPC3,ARPC4,ARPC5,ARPC5L,ARRB1,ARRB2,CBL,CD2AP,CDC42,CHP1,CLTA,CLTB,CLTC,CLTCL1,CLU,CSNK2A1,CSNK2A2,CSNK2B,CTTN,DAB2,DNM1,DNM1L,DNM2,DNM3,EGF,EPHB2,EPN1,EPS15,F2,F2R,FGF1,FGF11,FGF12,FGF13,FGF14,FGF17,FGF18,FGF2,FGF20,FGF21,FGF22,FGF23,FGF3,FGF4,FGF6,FGF7,FGF9,GAK,GRB2,HGS,HIP1,HIP1R,HSPA8,IGF1,INS,ITGB1,ITGB2,ITGB3,ITGB4,ITGB5,ITGB6,ITGB7,ITGB8,LDLR,LDLRAP1,LPA,LYZ,MDM2,MET,MYO1E,MYO6,NUMB,ORM1,PCYOX1,PDGFA,PDGFB,PDGFC,PDGFD,PGF,PICALM,PIK3C2A,PIK3C2B,PIK3C2G,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIK3R3,PIK3R4,PIK3R5,PIK3R6,PIP5K1C,PON1,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PROK1,RAB11A,RAB11B,RAB4A,RAB4B,RAB5A,RAB5B,RAB5C,RAB7A,RAC1,RBP4,RPS27A,S100A8,SAA4,SERPINA1,SH3BP4,SH3GL1,SH3GL2,SH3GL3,SH3GLB1,SH3GLB2,SH3KBP1,SNAP91,SNX9,SRC,STAM,STON2,SYNJ1,TF,TFRC,TSG101,UBA52,UBB,UBC,UBD,USP9X,VEGFA,VEGFB,VEGFC,VEGFD,WASL	184	0	0	0.111111111111111	0.388888888888889	0	0	0.260869565217391	0.239130434782609	0	0	0.5	0	0	0	0.5	0	no_direction	no_direction	1	1.4
X125	Cleavage and Polyadenylation of Pre-mRNA	6	CPSF1,CPSF2,CPSF3,CPSF4,CPSF6,CSTF1,CSTF2,CSTF3,NUDT21,PABPN1,PAPOLA,WDR33	12	0	0	0.166666666666667	0.333333333333333	0	0	0.0652173913043478	0.434782608695652	0	0	0.5	0	0	0	0.5	0	no_direction	no_direction	2	2.2
X126	Coagulation System	6	A2M,BDKRB1,F10,F11,F13A1,F13B,F2,F2R,F3,F5,F7,F8,F9,FGA,FGB,FGG,KLKB1,KNG1,PLAT,PLAU,PLAUR,PLG,PROC,PROS1,SERPINA1,SERPINA5,SERPINC1,SERPIND1,SERPINE1,SERPINF2,TFPI,THBD,VWF	33	0	0	0	0.5	0.0869565217391304	0.0217391304347826	0.0217391304347826	0.369565217391304	0	0	0	0.5	0.5	0	0	0	activated	not_sig	2	2.2
X127	Coenzyme A Biosynthesis	1	COASY,PPCDC,PPCS	3	0	0	0	0.5	0	0	0.0217391304347826	0.478260869565217	0	0	0	0.5	0	0	0.5	0	no_direction	not_sig	2	2.2
X128	Colanic Acid Building Blocks Biosynthesis	10	GALE,GALK1,GALK2,GALT,GFUS,GMDS,GMPPA,GMPPB,GPI,MPI,PMM1,PMM2,UGDH,UGP2	14	0.0555555555555556	0.0555555555555556	0.0555555555555556	0.333333333333333	0.0869565217391304	0.0217391304347826	0.0434782608695652	0.347826086956522	0	0	0.5	0	0.5	0	0	0	activated	no_direction	2	2.2
X129	Colorectal Cancer Metastasis Signaling	21	ADCY1,ADCY10,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,AKT1,AKT2,AKT3,APC,APPL1,ARRB1,AXIN1,BAD,BAX,BCL2L1,BIRC5,BRAF,CASP3,CASP9,CCND1,CDC42,CDH1,CTNNB1,DIRAS3,DVL1,E2F4,EGF,EGFR,FNBP1,FOS,FZD1,FZD10,FZD2,FZD3,FZD4,FZD5,FZD6,FZD7,FZD8,FZD9,GNA11,GNA12,GNA13,GNA14,GNA15,GNAI1,GNAI2,GNAI3,GNAL,GNAO1,GNAQ,GNAS,GNAT1,GNAZ,GNB1,GNB1L,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GRB2,GRK2,GRK3,GSK3B,HNF1A,HRAS,IFNG,IFNGR1,IL6,IL6R,IL6ST,JAK1,JAK2,JAK3,JUN,KRAS,LEF1,LRP1,LRP5,LRP6,MAP2K1,MAP2K2,MAP2K4,MAPK1,MAPK10,MAPK12,MAPK3,MAPK8,MAPK9,MLH1,MMP1,MMP10,MMP11,MMP12,MMP13,MMP14,MMP15,MMP16,MMP17,MMP19,MMP2,MMP20,MMP23B,MMP24,MMP25,MMP27,MMP28,MMP3,MMP7,MMP8,MMP9,MRAS,MSH2,MSH3,MSH6,MYC,NFKB1,NFKB2,NOS2,NRAS,PDGFC,PGF,PIK3C2A,PIK3C2B,PIK3C2G,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIK3R3,PIK3R4,PIK3R5,PIK3R6,PRKACA,PRKACB,PRKAG1,PRKAG2,PRKAR1A,PRKAR1B,PRKAR2A,PRKAR2B,PROK1,PTGER1,PTGER2,PTGER3,PTGER4,PTGS2,RAC1,RAC2,RALA,RALB,RALGDS,RAP1A,RAP1B,RAP2A,RAP2B,RASD1,RASD2,REL,RELA,RELB,RHOA,RHOB,RHOBTB1,RHOBTB2,RHOC,RHOD,RHOF,RHOG,RHOH,RHOJ,RHOQ,RHOT1,RHOT2,RHOU,RHOV,RND1,RND2,RND3,RRAS,RRAS2,SIAH1,SMAD2,SMAD3,SMAD4,SMO,SOS1,SOS2,SRC,STAT1,STAT3,TCF3,TCF4,TCF7,TCF7L1,TCF7L2,TGFB1,TGFB2,TGFB3,TGFBR1,TGFBR2,TLR1,TLR10,TLR2,TLR3,TLR4,TLR5,TLR6,TLR7,TLR8,TLR9,TNF,TNFRSF1A,TP53,TYK2,VEGFA,VEGFB,VEGFC,VEGFD,WNT1,WNT10A,WNT10B,WNT11,WNT16,WNT2,WNT2B,WNT3,WNT4,WNT5A,WNT5B,WNT6,WNT7A,WNT7B,WNT8A,WNT9A,WNT9B	253	0.0555555555555556	0.111111111111111	0.0555555555555556	0.277777777777778	0.260869565217391	0.0434782608695652	0.0652173913043478	0.130434782608696	0	0.5	0	0	0.5	0	0	0	activated	inhibited	1	1.10
